Date,Asset_Name,Asset_Class,Transaction_Type,Exchange,Quantity,Price_Per_Unit,Total_Value,Realized_Profit
2025-02-07,ATOM,Cryptocurrency,Sell,Binance,353.58,7.98,2821.57,818.51
2025-02-11,TCS,Stock,Buy,NSE,446.0,3960.13,1766217.98,0.0
2025-02-14,Infosys,Stock,Buy,NSE,228.0,1666.18,379889.04,0.0
2025-02-15,NIFTYBEES,ETF,Sell,NSE,453.0,183.74,83234.22,16828.01
2025-02-15,HDFC Bank,Stock,Sell,NSE,226.0,1406.11,317780.86,101998.06
2025-02-15,ATOM,Cryptocurrency,Buy,Binance,304.12,10.25,3117.23,0.0
2025-02-15,GOLDBEES,ETF,Buy,NSE,20.0,70.55,1411.0,0.0
2025-02-15,Solana,Cryptocurrency,Buy,Binance,475.13,160.96,76476.92,0.0
2025-02-16,Tata Motors,Stock,Buy,NSE,284.0,627.23,178133.32,0.0
2025-02-17,L&T,Stock,Buy,NSE,332.0,3100.49,1029362.68,0.0
2025-02-17,Solana,Cryptocurrency,Buy,Binance,355.02,135.45,48087.46,0.0
2025-02-17,Infosys,Stock,Buy,NSE,95.0,1470.38,139686.1,0.0
2025-02-18,Ethereum,Cryptocurrency,Sell,Binance,1.1949,1740.75,2080.02,391.28
2025-02-18,Ethereum,Cryptocurrency,Sell,Binance,2.4224,2107.72,5105.74,865.89
2025-02-19,Tata Motors,Stock,Buy,NSE,483.0,665.8,321581.4,0.0
2025-02-20,Bitcoin,Cryptocurrency,Sell,Binance,1.6971,61020.27,103557.5,19795.04
2025-02-22,Infosys,Stock,Buy,NSE,322.0,1425.67,459065.74,0.0
2025-02-23,Reliance Industries,Stock,Sell,NSE,39.0,2342.24,91347.36,14299.26
2025-02-23,Reliance Industries,Stock,Sell,NSE,90.0,2332.18,209896.2,-1670.18
2025-02-24,Reliance Industries,Stock,Buy,NSE,448.0,2483.91,1112791.68,0.0
2025-02-25,ITC,Stock,Buy,NSE,428.0,386.48,165413.44,0.0
2025-02-27,ATOM,Cryptocurrency,Buy,Binance,451.22,10.52,4746.83,0.0
2025-02-27,SBI,Stock,Buy,NSE,268.0,769.67,206271.56,0.0
2025-03-01,GOLDBEES,ETF,Sell,NSE,331.0,70.54,23348.74,8482.31
2025-03-07,Infosys,Stock,Buy,NSE,453.0,1441.63,653058.39,0.0
2025-03-08,Infosys,Stock,Buy,NSE,198.0,1334.42,264215.16,0.0
2025-03-09,GOLDBEES,ETF,Buy,NSE,485.0,50.03,24264.55,0.0
2025-03-10,GOLDBEES,ETF,Sell,NSE,343.0,74.87,25680.41,-2325.04
2025-03-17,Tata Motors,Stock,Buy,NSE,442.0,552.18,244063.56,0.0
2025-03-21,SBI,Stock,Buy,NSE,62.0,822.14,50972.68,0.0
2025-03-21,Ethereum,Cryptocurrency,Buy,Binance,0.9883,1739.79,1719.43,0.0
2025-03-23,GOLDBEES,ETF,Sell,NSE,185.0,60.31,11157.35,1495.95
2025-03-25,HDFC Bank,Stock,Buy,NSE,373.0,1670.95,623264.35,0.0
2025-03-27,Bitcoin,Cryptocurrency,Buy,Binance,0.668,37560.05,25090.11,0.0
2025-03-28,ITC,Stock,Buy,NSE,243.0,384.23,93367.89,0.0
2025-03-28,Solana,Cryptocurrency,Buy,Binance,386.11,160.45,61951.35,0.0
2025-03-29,ATOM,Cryptocurrency,Sell,Binance,356.76,6.66,2376.02,330.19
2025-03-29,L&T,Stock,Buy,NSE,380.0,2353.58,894360.4,0.0
2025-03-31,L&T,Stock,Sell,NSE,300.0,3315.42,994626.0,59528.72
2025-03-31,HDFC Bank,Stock,Sell,NSE,423.0,1678.69,710085.87,42511.12
2025-04-01,Reliance Industries,Stock,Buy,NSE,16.0,2390.07,38241.12,0.0
2025-04-01,NIFTYBEES,ETF,Buy,NSE,309.0,189.31,58496.79,0.0
2025-04-04,Solana,Cryptocurrency,Buy,Binance,267.83,54.1,14489.6,0.0
2025-04-04,SBI,Stock,Buy,NSE,462.0,845.52,390630.24,0.0
2025-04-04,SBI,Stock,Sell,NSE,37.0,752.1,27827.7,7396.0
2025-04-06,Ethereum,Cryptocurrency,Buy,Binance,1.6618,3630.0,6032.33,0.0
2025-04-07,SBI,Stock,Buy,NSE,81.0,688.98,55807.38,0.0
2025-04-08,Tata Motors,Stock,Buy,NSE,409.0,825.49,337625.41,0.0
2025-04-08,Tata Motors,Stock,Buy,NSE,404.0,932.62,376778.48,0.0
2025-04-11,Ethereum,Cryptocurrency,Buy,Binance,2.2186,2245.14,4981.07,0.0
2025-04-12,Ethereum,Cryptocurrency,Buy,Binance,1.281,2312.73,2962.61,0.0
2025-04-12,Infosys,Stock,Buy,NSE,188.0,1750.69,329129.72,0.0
2025-04-12,Solana,Cryptocurrency,Buy,Binance,150.44,48.97,7367.05,0.0
2025-04-13,Ethereum,Cryptocurrency,Buy,Binance,0.5661,2055.63,1163.69,0.0
2025-04-14,Ethereum,Cryptocurrency,Buy,Binance,1.5202,2041.48,3103.46,0.0
2025-04-15,Reliance Industries,Stock,Buy,NSE,416.0,2508.94,1043719.04,0.0
2025-04-16,SBI,Stock,Sell,NSE,204.0,610.74,124590.96,27449.17
2025-04-16,GOLDBEES,ETF,Buy,NSE,192.0,53.46,10264.32,0.0
2025-04-16,Reliance Industries,Stock,Sell,NSE,276.0,2344.31,647029.56,-41886.1
2025-04-19,ITC,Stock,Buy,NSE,108.0,437.27,47225.16,0.0
2025-04-21,GOLDBEES,ETF,Sell,NSE,246.0,65.52,16117.92,5466.95
2025-04-21,NIFTYBEES,ETF,Buy,NSE,434.0,198.41,86109.94,0.0
2025-04-23,Solana,Cryptocurrency,Buy,Binance,292.35,144.13,42136.41,0.0
2025-04-23,Bitcoin,Cryptocurrency,Buy,Binance,0.127,56182.12,7135.13,0.0
2025-04-24,Bitcoin,Cryptocurrency,Sell,Binance,1.8513,64061.59,118597.22,38622.7
2025-04-26,Tata Motors,Stock,Sell,NSE,153.0,533.25,81587.25,23048.61
2025-04-28,HDFC Bank,Stock,Buy,NSE,254.0,1648.65,418757.1,0.0
2025-04-29,GOLDBEES,ETF,Buy,NSE,85.0,59.83,5085.55,0.0
2025-04-29,HDFC Bank,Stock,Buy,NSE,48.0,1427.55,68522.4,0.0
2025-04-30,GOLDBEES,ETF,Sell,NSE,340.0,51.33,17452.2,6454.64
2025-05-01,ITC,Stock,Sell,NSE,397.0,425.74,169018.78,-8444.81
2025-05-02,HDFC Bank,Stock,Buy,NSE,171.0,1584.81,271002.51,0.0
2025-05-08,ITC,Stock,Buy,NSE,337.0,450.73,151896.01,0.0
2025-05-08,TCS,Stock,Sell,NSE,440.0,3462.86,1523658.4,172226.36
2025-05-09,ATOM,Cryptocurrency,Sell,Binance,424.79,7.97,3385.58,976.96
2025-05-10,HDFC Bank,Stock,Buy,NSE,307.0,1504.06,461746.42,0.0
2025-05-10,Infosys,Stock,Buy,NSE,257.0,1610.33,413854.81,0.0
2025-05-11,Solana,Cryptocurrency,Sell,Binance,464.08,70.67,32796.53,1960.49
2025-05-13,Solana,Cryptocurrency,Sell,Binance,28.5,34.41,980.68,60.19
2025-05-14,L&T,Stock,Buy,NSE,472.0,2872.42,1355782.24,0.0
2025-05-14,HDFC Bank,Stock,Buy,NSE,395.0,1520.31,600522.45,0.0
2025-05-14,ITC,Stock,Buy,NSE,467.0,360.26,168241.42,0.0
2025-05-15,Bitcoin,Cryptocurrency,Sell,Binance,2.3694,56525.24,133930.9,21426.74
2025-05-16,Reliance Industries,Stock,Sell,NSE,51.0,2947.78,150336.78,1020.51
2025-05-16,Solana,Cryptocurrency,Sell,Binance,85.03,105.39,8961.31,2082.21
2025-05-17,Reliance Industries,Stock,Buy,NSE,488.0,2725.22,1329907.36,0.0
2025-05-17,ATOM,Cryptocurrency,Buy,Binance,257.06,11.3,2904.78,0.0
2025-05-20,NIFTYBEES,ETF,Sell,NSE,469.0,239.0,112091.0,-14553.79
2025-05-20,TCS,Stock,Sell,NSE,96.0,4125.36,396034.56,130858.15
2025-05-21,Reliance Industries,Stock,Buy,NSE,399.0,2248.44,897127.56,0.0
2025-05-23,ITC,Stock,Buy,NSE,189.0,468.0,88452.0,0.0
2025-05-25,ITC,Stock,Sell,NSE,395.0,469.07,185282.65,-2495.51
2025-05-27,Bitcoin,Cryptocurrency,Buy,Binance,1.5503,36236.29,56177.12,0.0
2025-05-27,L&T,Stock,Buy,NSE,200.0,2667.84,533568.0,0.0
2025-05-27,L&T,Stock,Sell,NSE,406.0,2743.81,1113986.86,174516.59
2025-05-28,ATOM,Cryptocurrency,Buy,Binance,313.14,6.82,2135.61,0.0
2025-05-30,Solana,Cryptocurrency,Buy,Binance,358.07,134.64,48210.54,0.0
2025-05-30,Bitcoin,Cryptocurrency,Sell,Binance,0.533,28830.71,15366.77,3961.35
2025-06-01,Infosys,Stock,Buy,NSE,245.0,1725.61,422774.45,0.0
2025-06-02,GOLDBEES,ETF,Sell,NSE,227.0,68.53,15556.31,3198.51
2025-06-03,Infosys,Stock,Buy,NSE,286.0,1696.23,485121.78,0.0
2025-06-06,TCS,Stock,Sell,NSE,396.0,3219.45,1274902.2,451065.19
2025-06-08,SBI,Stock,Buy,NSE,323.0,714.8,230880.4,0.0
2025-06-09,HDFC Bank,Stock,Sell,NSE,407.0,1693.06,689075.42,162088.91
2025-06-10,TCS,Stock,Sell,NSE,21.0,4127.59,86679.39,10952.93
2025-06-11,L&T,Stock,Buy,NSE,222.0,3037.02,674218.44,0.0
2025-06-11,L&T,Stock,Buy,NSE,358.0,3479.49,1245657.42,0.0
2025-06-11,ITC,Stock,Buy,NSE,285.0,383.76,109371.6,0.0
2025-06-12,SBI,Stock,Sell,NSE,63.0,778.67,49056.21,3052.85
2025-06-12,Ethereum,Cryptocurrency,Sell,Binance,2.3911,1918.49,4587.3,669.22
2025-06-15,Reliance Industries,Stock,Buy,NSE,239.0,2522.17,602798.63,0.0
2025-06-16,Tata Motors,Stock,Buy,NSE,340.0,606.71,206281.4,0.0
2025-06-16,ATOM,Cryptocurrency,Buy,Binance,304.56,11.83,3602.94,0.0
2025-06-16,Solana,Cryptocurrency,Buy,Binance,375.17,196.52,73728.41,0.0
2025-06-18,L&T,Stock,Sell,NSE,41.0,2073.18,85000.38,26260.96
2025-06-19,Ethereum,Cryptocurrency,Buy,Binance,1.2596,3010.53,3792.06,0.0
2025-06-20,HDFC Bank,Stock,Sell,NSE,369.0,1572.12,580112.28,120235.64
2025-06-21,Reliance Industries,Stock,Buy,NSE,180.0,2644.22,475959.6,0.0
2025-06-23,ITC,Stock,Sell,NSE,169.0,428.8,72467.2,9222.22
2025-06-23,TCS,Stock,Buy,NSE,63.0,3303.29,208107.27,0.0
2025-06-24,TCS,Stock,Sell,NSE,270.0,3714.92,1003028.4,-75932.12
2025-06-24,ITC,Stock,Sell,NSE,251.0,449.06,112714.06,17765.19
2025-06-24,Solana,Cryptocurrency,Sell,Binance,401.83,52.64,21152.33,6742.05
2025-06-25,TCS,Stock,Sell,NSE,195.0,3715.45,724512.75,198471.83
2025-06-25,Bitcoin,Cryptocurrency,Sell,Binance,0.1665,46943.9,7816.16,415.74
2025-06-26,Solana,Cryptocurrency,Buy,Binance,270.21,156.23,42214.91,0.0
2025-07-02,GOLDBEES,ETF,Buy,NSE,337.0,51.0,17187.0,0.0
2025-07-03,TCS,Stock,Buy,NSE,378.0,3164.71,1196260.38,0.0
2025-07-06,ITC,Stock,Buy,NSE,212.0,429.6,91075.2,0.0
2025-07-07,ATOM,Cryptocurrency,Buy,Binance,389.04,7.88,3065.64,0.0
2025-07-08,Solana,Cryptocurrency,Buy,Binance,95.12,198.48,18879.42,0.0
2025-07-10,GOLDBEES,ETF,Sell,NSE,384.0,56.84,21826.56,-112.98
2025-07-11,Bitcoin,Cryptocurrency,Sell,Binance,0.6657,38305.27,25499.82,1323.75
2025-07-11,Reliance Industries,Stock,Buy,NSE,357.0,2821.68,1007339.76,0.0
2025-07-12,NIFTYBEES,ETF,Buy,NSE,297.0,225.07,66845.79,0.0
2025-07-13,SBI,Stock,Sell,NSE,161.0,781.78,125866.58,30460.63
2025-07-17,Reliance Industries,Stock,Buy,NSE,174.0,2646.57,460503.18,0.0
2025-07-18,HDFC Bank,Stock,Buy,NSE,273.0,1474.37,402503.01,0.0
2025-07-18,Solana,Cryptocurrency,Buy,Binance,201.02,187.69,37729.44,0.0
2025-07-18,Tata Motors,Stock,Sell,NSE,217.0,651.76,141431.92,-9574.48
2025-07-20,ITC,Stock,Sell,NSE,366.0,440.62,161266.92,-19573.12
2025-07-20,Bitcoin,Cryptocurrency,Buy,Binance,1.0471,61771.38,64680.81,0.0
2025-07-20,Reliance Industries,Stock,Sell,NSE,218.0,2820.77,614927.86,58032.5
2025-07-21,GOLDBEES,ETF,Buy,NSE,357.0,53.45,19081.65,0.0
2025-07-21,GOLDBEES,ETF,Sell,NSE,241.0,71.95,17339.95,1646.37
2025-07-23,Solana,Cryptocurrency,Buy,Binance,261.93,49.85,13057.21,0.0
2025-07-24,NIFTYBEES,ETF,Buy,NSE,214.0,202.63,43362.82,0.0
2025-07-24,Reliance Industries,Stock,Sell,NSE,14.0,2977.85,41689.9,453.28
2025-07-25,ATOM,Cryptocurrency,Sell,Binance,16.06,11.89,190.95,62.55
2025-07-27,ATOM,Cryptocurrency,Buy,Binance,347.24,10.67,3705.05,0.0
2025-07-28,GOLDBEES,ETF,Sell,NSE,256.0,63.74,16317.44,-1069.21
2025-07-29,HDFC Bank,Stock,Buy,NSE,344.0,1617.04,556261.76,0.0
2025-07-30,Infosys,Stock,Buy,NSE,70.0,1675.08,117255.6,0.0
2025-07-31,NIFTYBEES,ETF,Buy,NSE,306.0,216.77,66331.62,0.0
2025-08-03,Reliance Industries,Stock,Buy,NSE,252.0,2432.79,613063.08,0.0
2025-08-03,Tata Motors,Stock,Buy,NSE,162.0,690.26,111822.12,0.0
2025-08-04,Infosys,Stock,Sell,NSE,216.0,1383.17,298764.72,36208.82
2025-08-04,NIFTYBEES,ETF,Sell,NSE,299.0,255.28,76328.72,9739.63
2025-08-05,TCS,Stock,Buy,NSE,201.0,4158.39,835836.39,0.0
2025-08-09,Ethereum,Cryptocurrency,Buy,Binance,2.0373,3215.03,6549.98,0.0
2025-08-09,L&T,Stock,Sell,NSE,443.0,3061.28,1356147.04,13628.65
2025-08-09,GOLDBEES,ETF,Sell,NSE,294.0,64.16,18863.04,4011.74
2025-08-10,TCS,Stock,Buy,NSE,446.0,3433.92,1531528.32,0.0
2025-08-10,Ethereum,Cryptocurrency,Sell,Binance,0.4681,1856.14,868.86,164.46
2025-08-10,Reliance Industries,Stock,Buy,NSE,7.0,2563.56,17944.92,0.0
2025-08-12,Bitcoin,Cryptocurrency,Buy,Binance,0.3654,43484.51,15889.24,0.0
2025-08-14,ITC,Stock,Buy,NSE,449.0,415.06,186361.94,0.0
2025-08-15,Bitcoin,Cryptocurrency,Buy,Binance,0.0279,30302.29,845.43,0.0
2025-08-16,L&T,Stock,Sell,NSE,392.0,2216.51,868871.92,84256.12
2025-08-17,GOLDBEES,ETF,Buy,NSE,54.0,74.01,3996.54,0.0
2025-08-19,ATOM,Cryptocurrency,Buy,Binance,347.05,11.55,4008.43,0.0
2025-08-19,HDFC Bank,Stock,Sell,NSE,377.0,1621.84,611433.68,-88956.11
2025-08-20,Bitcoin,Cryptocurrency,Buy,Binance,0.2448,50722.53,12416.88,0.0
2025-08-20,HDFC Bank,Stock,Sell,NSE,331.0,1300.32,430405.92,55211.07
2025-08-21,Reliance Industries,Stock,Sell,NSE,208.0,2602.75,541372.0,-81147.55
2025-08-21,NIFTYBEES,ETF,Buy,NSE,489.0,239.75,117237.75,0.0
2025-08-21,HDFC Bank,Stock,Buy,NSE,429.0,1691.55,725674.95,0.0
2025-08-25,GOLDBEES,ETF,Buy,NSE,441.0,56.78,25039.98,0.0
2025-08-26,ITC,Stock,Buy,NSE,160.0,474.96,75993.6,0.0
2025-08-26,HDFC Bank,Stock,Sell,NSE,376.0,1633.41,614162.16,180925.5
2025-08-26,Ethereum,Cryptocurrency,Sell,Binance,2.25,3867.31,8701.45,1826.77
2025-08-27,L&T,Stock,Buy,NSE,153.0,2989.4,457378.2,0.0
2025-08-27,GOLDBEES,ETF,Sell,NSE,385.0,56.29,21671.65,5101.14
2025-08-27,Ethereum,Cryptocurrency,Buy,Binance,0.8768,3787.52,3320.9,0.0
2025-08-30,Bitcoin,Cryptocurrency,Buy,Binance,1.5876,68579.86,108877.39,0.0
2025-08-31,TCS,Stock,Sell,NSE,435.0,3523.35,1532657.25,73134.27
2025-08-31,Bitcoin,Cryptocurrency,Buy,Binance,1.7061,66538.31,113521.01,0.0
2025-09-02,TCS,Stock,Buy,NSE,332.0,4041.91,1341914.12,0.0
2025-09-03,GOLDBEES,ETF,Sell,NSE,406.0,50.98,20697.88,2945.03
2025-09-03,GOLDBEES,ETF,Buy,NSE,61.0,52.23,3186.03,0.0
2025-09-05,Reliance Industries,Stock,Buy,NSE,141.0,2331.48,328738.68,0.0
2025-09-07,Infosys,Stock,Buy,NSE,12.0,1345.1,16141.2,0.0
2025-09-12,Reliance Industries,Stock,Buy,NSE,211.0,3026.38,638566.18,0.0
2025-09-15,L&T,Stock,Buy,NSE,343.0,2119.88,727118.84,0.0
2025-09-17,HDFC Bank,Stock,Buy,NSE,171.0,1561.45,267007.95,0.0
2025-09-18,L&T,Stock,Sell,NSE,50.0,2408.83,120441.5,11203.85
2025-09-18,Ethereum,Cryptocurrency,Sell,Binance,1.7194,3681.75,6330.4,503.48
2025-09-19,SBI,Stock,Buy,NSE,161.0,508.47,81863.67,0.0
2025-09-19,Reliance Industries,Stock,Buy,NSE,212.0,2400.61,508929.32,0.0
2025-09-21,HDFC Bank,Stock,Buy,NSE,278.0,1400.06,389216.68,0.0
2025-09-21,ITC,Stock,Sell,NSE,89.0,447.52,39829.28,14794.44
2025-09-21,Reliance Industries,Stock,Buy,NSE,249.0,2320.49,577802.01,0.0
2025-09-22,Bitcoin,Cryptocurrency,Sell,Binance,2.1892,32818.18,71845.56,-2845.1
2025-09-23,ATOM,Cryptocurrency,Buy,Binance,59.48,9.79,582.31,0.0
2025-09-25,Reliance Industries,Stock,Sell,NSE,166.0,2680.58,444976.28,125453.55
2025-09-26,GOLDBEES,ETF,Buy,NSE,415.0,55.74,23132.1,0.0
2025-09-26,Solana,Cryptocurrency,Buy,Binance,440.11,178.0,78339.58,0.0
2025-09-27,ITC,Stock,Buy,NSE,449.0,439.03,197124.47,0.0
2025-09-27,L&T,Stock,Sell,NSE,233.0,3394.54,790927.82,268360.11
2025-09-27,L&T,Stock,Sell,NSE,371.0,3406.56,1263833.76,45325.44
2025-09-29,Infosys,Stock,Buy,NSE,82.0,1440.1,118088.2,0.0
2025-09-30,SBI,Stock,Sell,NSE,456.0,814.34,371339.04,127499.21
2025-10-02,Infosys,Stock,Sell,NSE,236.0,1527.67,360530.12,-117.62
2025-10-02,L&T,Stock,Sell,NSE,177.0,3453.89,611338.53,50129.19
2025-10-04,Tata Motors,Stock,Sell,NSE,475.0,893.4,424365.0,65570.65
2025-10-04,HDFC Bank,Stock,Sell,NSE,398.0,1305.68,519660.64,126316.71
2025-10-07,L&T,Stock,Buy,NSE,216.0,3454.72,746219.52,0.0
2025-10-08,Ethereum,Cryptocurrency,Buy,Binance,1.6002,1763.79,2822.42,0.0
2025-10-09,Ethereum,Cryptocurrency,Sell,Binance,0.0343,2682.47,92.01,7.53
2025-10-09,GOLDBEES,ETF,Buy,NSE,280.0,53.5,14980.0,0.0
2025-10-11,Solana,Cryptocurrency,Buy,Binance,74.46,53.83,4008.18,0.0
2025-10-11,Infosys,Stock,Buy,NSE,309.0,1753.83,541933.47,0.0
2025-10-17,SBI,Stock,Buy,NSE,71.0,770.84,54729.64,0.0
2025-10-17,ATOM,Cryptocurrency,Sell,Binance,295.67,6.17,1824.28,392.11
2025-10-19,Reliance Industries,Stock,Sell,NSE,149.0,2438.74,363372.26,4931.09
2025-10-21,ITC,Stock,Buy,NSE,290.0,473.18,137222.2,0.0
2025-10-22,Tata Motors,Stock,Buy,NSE,59.0,460.12,27147.08,0.0
2025-10-25,NIFTYBEES,ETF,Buy,NSE,18.0,203.09,3655.62,0.0
2025-10-26,L&T,Stock,Sell,NSE,347.0,3503.42,1215686.74,148018.63
2025-10-30,Bitcoin,Cryptocurrency,Buy,Binance,0.5249,26926.38,14133.66,0.0
2025-10-31,L&T,Stock,Sell,NSE,188.0,2849.03,535617.64,145561.16
2025-11-01,Infosys,Stock,Buy,NSE,427.0,1407.79,601126.33,0.0
2025-11-02,TCS,Stock,Sell,NSE,8.0,3591.2,28729.6,7766.6
2025-11-02,Infosys,Stock,Buy,NSE,483.0,1305.82,630711.06,0.0
2025-11-04,L&T,Stock,Sell,NSE,471.0,3478.91,1638566.61,-12688.44
2025-11-05,TCS,Stock,Sell,NSE,24.0,3730.75,89538.0,-4950.57
2025-11-05,Ethereum,Cryptocurrency,Buy,Binance,1.5668,2379.78,3728.64,0.0
2025-11-05,TCS,Stock,Buy,NSE,181.0,3642.76,659339.56,0.0
2025-11-06,ATOM,Cryptocurrency,Buy,Binance,255.32,7.68,1960.86,0.0
2025-11-06,Reliance Industries,Stock,Buy,NSE,421.0,2245.07,945174.47,0.0
2025-11-08,SBI,Stock,Buy,NSE,409.0,599.4,245154.6,0.0
2025-11-09,Solana,Cryptocurrency,Sell,Binance,397.06,74.21,29465.82,4496.13
2025-11-09,Infosys,Stock,Buy,NSE,181.0,1342.85,243055.85,0.0
2025-11-12,Tata Motors,Stock,Buy,NSE,335.0,729.31,244318.85,0.0
2025-11-13,ATOM,Cryptocurrency,Buy,Binance,148.59,10.86,1613.69,0.0
2025-11-18,Tata Motors,Stock,Buy,NSE,382.0,642.76,245534.32,0.0
2025-11-19,TCS,Stock,Buy,NSE,362.0,3392.2,1227976.4,0.0
2025-11-21,SBI,Stock,Buy,NSE,348.0,625.0,217500.0,0.0
2025-11-24,L&T,Stock,Sell,NSE,184.0,2741.17,504375.28,164957.31
2025-11-25,Solana,Cryptocurrency,Buy,Binance,133.67,21.52,2876.58,0.0
2025-11-26,L&T,Stock,Sell,NSE,119.0,2658.47,316357.93,107653.65
2025-11-27,Solana,Cryptocurrency,Buy,Binance,138.65,118.67,16453.6,0.0
2025-11-28,L&T,Stock,Buy,NSE,150.0,2062.39,309358.5,0.0
2025-11-30,GOLDBEES,ETF,Sell,NSE,327.0,55.27,18073.29,4978.65
2025-12-03,Ethereum,Cryptocurrency,Buy,Binance,2.432,2128.97,5177.66,0.0
2025-12-04,ATOM,Cryptocurrency,Buy,Binance,68.98,10.11,697.39,0.0
2025-12-06,ITC,Stock,Sell,NSE,437.0,477.6,208711.2,-13009.5
2025-12-06,ATOM,Cryptocurrency,Buy,Binance,203.95,11.26,2296.48,0.0
2025-12-10,Infosys,Stock,Buy,NSE,5.0,1451.79,7258.95,0.0
2025-12-13,GOLDBEES,ETF,Buy,NSE,103.0,53.44,5504.32,0.0
2025-12-16,NIFTYBEES,ETF,Buy,NSE,388.0,269.45,104546.6,0.0
2025-12-19,ITC,Stock,Buy,NSE,498.0,452.93,225559.14,0.0
2025-12-19,NIFTYBEES,ETF,Buy,NSE,90.0,274.91,24741.9,0.0
2025-12-22,L&T,Stock,Buy,NSE,177.0,2670.39,472659.03,0.0
2025-12-23,HDFC Bank,Stock,Buy,NSE,484.0,1343.0,650012.0,0.0
2025-12-23,ATOM,Cryptocurrency,Buy,Binance,370.6,14.71,5451.53,0.0
2025-12-23,ATOM,Cryptocurrency,Sell,Binance,391.97,14.55,5703.16,-620.07
2025-12-26,ATOM,Cryptocurrency,Buy,Binance,355.27,14.26,5066.15,0.0
2025-12-27,Tata Motors,Stock,Buy,NSE,432.0,537.52,232208.64,0.0
2025-12-28,HDFC Bank,Stock,Buy,NSE,273.0,1567.21,427848.33,0.0
2025-12-29,SBI,Stock,Buy,NSE,60.0,589.83,35389.8,0.0
2025-12-29,L&T,Stock,Buy,NSE,59.0,2735.92,161419.28,0.0
2025-12-29,Tata Motors,Stock,Buy,NSE,429.0,787.59,337876.11,0.0
2026-01-02,SBI,Stock,Buy,NSE,388.0,659.79,255998.52,0.0
2026-01-03,HDFC Bank,Stock,Buy,NSE,145.0,1302.12,188807.4,0.0
2026-01-03,ATOM,Cryptocurrency,Buy,Binance,59.51,9.56,568.92,0.0
2026-01-03,HDFC Bank,Stock,Buy,NSE,271.0,1730.64,469003.44,0.0
2026-01-04,Reliance Industries,Stock,Buy,NSE,377.0,2487.77,937889.29,0.0
2026-01-06,Bitcoin,Cryptocurrency,Sell,Binance,2.0992,42319.45,88836.99,13955.34
2026-01-07,SBI,Stock,Buy,NSE,222.0,802.73,178206.06,0.0
2026-01-07,Tata Motors,Stock,Buy,NSE,199.0,804.46,160087.54,0.0
2026-01-07,TCS,Stock,Buy,NSE,220.0,3517.8,773916.0,0.0
2026-01-08,Tata Motors,Stock,Sell,NSE,496.0,629.32,312142.72,69575.74
2026-01-08,GOLDBEES,ETF,Sell,NSE,208.0,57.71,12003.68,1308.63
2026-01-09,Ethereum,Cryptocurrency,Sell,Binance,1.103,3100.73,3420.11,-133.59
2026-01-09,GOLDBEES,ETF,Buy,NSE,464.0,73.02,33881.28,0.0
2026-01-09,Bitcoin,Cryptocurrency,Buy,Binance,1.2732,55234.08,70324.03,0.0
2026-01-09,NIFTYBEES,ETF,Sell,NSE,443.0,276.49,122485.07,-3461.05
2026-01-10,Bitcoin,Cryptocurrency,Buy,Binance,1.0438,58713.75,61285.41,0.0
2026-01-11,ITC,Stock,Sell,NSE,250.0,437.78,109445.0,-3733.48
2026-01-12,Ethereum,Cryptocurrency,Buy,Binance,0.1726,2265.29,390.99,0.0
2026-01-13,HDFC Bank,Stock,Buy,NSE,280.0,1410.57,394959.6,0.0
2026-01-15,L&T,Stock,Buy,NSE,108.0,2941.66,317699.28,0.0
2026-01-16,NIFTYBEES,ETF,Buy,NSE,233.0,279.74,65179.42,0.0
2026-01-16,Infosys,Stock,Buy,NSE,430.0,1385.28,595670.4,0.0
2026-01-17,TCS,Stock,Sell,NSE,211.0,3021.32,637498.52,48951.09
2026-01-17,GOLDBEES,ETF,Buy,NSE,355.0,64.53,22908.15,0.0
2026-01-20,Solana,Cryptocurrency,Sell,Binance,25.59,54.49,1394.4,283.01
2026-01-21,NIFTYBEES,ETF,Sell,NSE,200.0,259.48,51896.0,14533.67
2026-01-21,Infosys,Stock,Sell,NSE,396.0,1668.53,660737.88,262984.0
2026-01-22,ATOM,Cryptocurrency,Sell,Binance,468.4,12.41,5812.84,1150.48
2026-01-23,HDFC Bank,Stock,Buy,NSE,27.0,1466.67,39600.09,0.0
2026-01-27,ATOM,Cryptocurrency,Sell,Binance,459.77,9.49,4363.22,1461.04
2026-01-27,L&T,Stock,Sell,NSE,448.0,3737.66,1674471.68,420507.59
2026-01-29,Reliance Industries,Stock,Sell,NSE,170.0,2899.09,492845.3,111681.65
2026-01-30,Tata Motors,Stock,Sell,NSE,255.0,545.16,139015.8,24567.42
2026-01-31,Solana,Cryptocurrency,Buy,Binance,461.72,160.42,74069.12,0.0
2026-02-01,NIFTYBEES,ETF,Buy,NSE,396.0,219.7,87001.2,0.0
2026-02-01,NIFTYBEES,ETF,Sell,NSE,7.0,181.79,1272.53,247.73
2026-02-02,Reliance Industries,Stock,Sell,NSE,202.0,2995.06,605002.12,-13828.69
2026-02-02,ATOM,Cryptocurrency,Buy,Binance,372.39,6.77,2521.08,0.0
2026-02-03,Ethereum,Cryptocurrency,Buy,Binance,2.449,2461.66,6028.61,0.0
2026-02-04,GOLDBEES,ETF,Sell,NSE,361.0,57.37,20710.57,2475.96
